timestamp,username,date,coordinates,keywords,reflections
3/15/2021 19:01:56,molokoplusx359x,3/16/2021,"3, -5",Calm,
3/16/2021 19:58:53,molokoplusx359x,3/17/2021,"4, -3",Relaxed,
3/18/2021 7:05:49,molokoplusx359x,3/18/2021,"4, 4",Excited,
3/18/2021 19:01:55,molokoplusx359x,3/19/2021,"4, -4",Relaxed,
3/19/2021 19:06:06,molokoplusx359x,3/20/2021,"4, -4",Relaxed,
3/20/2021 20:15:46,molokoplusx359x,3/21/2021,"4, -4",Relaxed,
3/21/2021 19:02:46,molokoplusx359x,3/22/2021,"3, -5",Calm,
3/22/2021 19:10:07,molokoplusx359x,3/23/2021,"-3, -5",Tired,
3/23/2021 19:03:33,molokoplusx359x,3/24/2021,"4, 4",Excited,
3/24/2021 19:02:19,molokoplusx359x,3/25/2021,"6, -1",Content,
3/26/2021 5:23:05,molokoplusx359x,3/26/2021,"3, 5",Alert,
3/26/2021 19:02:28,molokoplusx359x,3/27/2021,"-1, -6",Sad,
3/28/2021 9:20:52,molokoplusx359x,3/28/2021,"6, -1",Content,
3/29/2021 5:21:17,molokoplusx359x,3/29/2021,"3, 5",Alert,
3/30/2021 4:57:04,molokoplusx359x,3/30/2021,"3, -5",Calm,
3/31/2021 5:04:13,molokoplusx359x,3/31/2021,"3, 5",Alert,
4/1/2021 4:18:13,molokoplusx359x,4/1/2021,"4, 4",Excited,
4/2/2021 4:38:01,molokoplusx359x,4/2/2021,"3, 5",Alert,
3/6/2021 22:55:49,mtwt1141,3/6/2021,"-5, -3",Indifferent,
3/7/2021 23:32:44,mtwt1141,3/7/2021,"-2, -4",Frustrated,
3/8/2021 23:47:04,mtwt1141,3/8/2021,"-5, 2","Anxious, on-egde",
3/9/2021 21:58:31,mtwt1141,3/9/2021,"-1, 2","Anxious, unsatisfied",
3/10/2021 23:41:28,mtwt1141,3/10/2021,"-1, 5","Anxious, uncertain",
3/11/2021 21:30:35,mtwt1141,3/11/2021,"-5, -3","Hopeless, tired",
3/13/2021 23:57:47,mtwt1141,3/13/2021,"-2, -4","Unmotivated, bored",
3/15/2021 0:25:43,mtwt1141,3/14/2021,"0, 1",Anticipating,
3/16/2021 11:28:21,mtwt1141,3/15/2021,"-2, -5","tired, exhausted, cloudy",
3/18/2021 9:10:53,mtwt1141,3/18/2021,"0, -5","Tired, somber",
3/23/2021 20:32:25,mtwt1141,3/20/2021,"1, -2",expecting,
3/23/2021 20:32:52,mtwt1141,3/21/2021,"0, -3",wishful,
3/23/2021 20:33:32,mtwt1141,3/22/2021,"-5, 3","anxious, uptight",
3/23/2021 20:34:06,mtwt1141,3/23/2021,"-2, -4","bored, unattentive",
3/7/2021 1:07:30,muxxxer,3/6/2021,"-2, -2","stressed, sad, tired",Today was the aftermath to a shitty day and I just felt tired most of the day and generally somewhat stressed.
3/8/2021 0:26:31,muxxxer,3/7/2021,"-2, -3","sad, tired, uninterested, monotonous","Today was another day that meant absolutely nothing to me, just a complete lack of anything interesting; only thing I thought about today is going out because there was nice weather but I have nobody to go out with."
3/8/2021 20:47:47,muxxxer,3/8/2021,"-3, 2","Stressed, upset, sad, anxious",Had some minor trouble which now has me anxious and stressed because it can develop into a BIG BAD TROUBLE.
3/9/2021 20:53:16,muxxxer,3/9/2021,"0, -2","neutral, calm, satisfied","Nothing really upseting happened today, in fact some small good things happened, so while the bad stuff hasn't gone away, at least I feel decent."
3/10/2021 22:11:31,muxxxer,3/10/2021,"-2, 2","stressed, anxious, uninterested","Something that stressed me out happened today but then it got fixed; the whole day passed too fast and I didn't even notice, feels like I wasted some time."
3/11/2021 20:48:47,muxxxer,3/11/2021,"-4, -3","depressed, hopeless, sad",Depression goes brrrrrrrrr
3/12/2021 19:22:55,muxxxer,3/12/2021,"-2, -3","depressed, stressed, sad, bored, uninterested",You know when you live in a shithole and you get to see everything around you crumble and you can do absolutely nothing about it? Yeah.
3/14/2021 1:02:24,muxxxer,3/14/2021,"-2, -1","uninterested, sad",
3/15/2021 0:33:00,muxxxer,3/13/2021,"-4, -3","depressed, stressed, sad, guilty","I feel so guilty and stressed, it feels like I find a way to piss off everyone and have everyone judge me, I just don't fit anywhere, I'm not fit for fucking life."
3/15/2021 22:27:59,muxxxer,3/15/2021,"-5, -1","Sad, stressed, upset, angry, bored","My monitor stopped working, my family yelled at me multiple times and my day has just been ASS."
3/17/2021 5:39:41,muxxxer,3/16/2021,"-1, -1","neutral, stressed, uninterested",
3/18/2021 4:18:34,muxxxer,3/18/2021,"-2, -3","sad, stressed, uninterested, worried",Everyone I talked to today was feeling suicidal and I fear one of them went ahead and did it. ffs.
3/19/2021 3:59:08,muxxxer,3/17/2021,"-1, -1","uninterested, bored, stressed",
3/20/2021 6:06:01,muxxxer,3/19/2021,"-2, -2","Sad, nervous, stressed, tired",Being poor ain't easy and lacking a good future is even worse.
3/21/2021 21:37:08,muxxxer,3/20/2021,"-2, -1","sad, stressed, anxious",
3/22/2021 14:32:47,muxxxer,3/21/2021,"-3, -1","nervous, sad, anxious, stressed",
3/23/2021 0:32:47,muxxxer,3/22/2021,"-4, 0","stressed, nervous, sad, depressed, overwhelmed",I went back to having online classes today and istg I feel like dying.
3/24/2021 6:04:40,muxxxer,3/23/2021,"-2, -2","tired, sad, stressed, depressed",
3/25/2021 6:25:03,muxxxer,3/24/2021,"-2, -3","bored, sad, anxious, hopeless","I'm so tired of feeling like crap, I did basically nothing all day long and only felt depressed. Anyway, whoever is reading this, you should really listen to Mad Season's Above album, it's fucking amazing. Also, if you wanna talk add me on Discord Mux#2704.

Lmao."
3/26/2021 2:55:04,muxxxer,3/25/2021,"-2, 0","sad, depressed, hopeless, uninterested, bored",I felt somewhat ok at some points during the day but for the most part I just felt depressed as usual.
3/27/2021 3:55:45,muxxxer,3/26/2021,"-2, -3","sad, depressed, tired, distracted",It's friday but I still feel like shit.
3/28/2021 5:40:30,muxxxer,3/27/2021,"-4, -2","depressed, stressed, sad, confused, unsatisfied",Gender identity crisis goes brrrrrrrrrrrrrrr
3/29/2021 4:52:50,muxxxer,3/28/2021,"-1, -2","sad, stressed",
3/30/2021 2:15:13,muxxxer,3/29/2021,"-3, -3","depressed, sad, stressed, dysphoric","Gender identity crisis goes brrrrrrrrrrrr again.

I'm cis though, 100% cis."
3/31/2021 3:24:42,muxxxer,3/30/2021,"-2, -2","bored, sad, depressed, anxious",
4/1/2021 5:39:28,muxxxer,3/31/2021,"0, 1","neutral, confused, bittersweet","So today was a great mix of emotions, many good ones and many bad ones, many things that irritated me and many things that made me very happy. Probably the best day I had all year long and it wasn't a ""good"" one anyway."
4/2/2021 3:14:48,muxxxer,4/1/2021,"-3, -2","depressed, dysphoric, stressed, sad, alone",I hate my mom :)
3/6/2021 22:50:04,nhuberfeely,3/6/2021,"-2, 3","tense, excited, tired, sad",
3/7/2021 21:37:30,nhuberfeely,3/7/2021,"2, 2","happy, excited, nervous, tense",Had basically no time to listen to music today.
3/8/2021 21:16:49,nhuberfeely,3/8/2021,"-1, -2","tired, content, happy","Day started off strong, but got more tired throughout day. Music helped keep me going strong."
3/9/2021 19:11:37,nhuberfeely,3/9/2021,"-1,- 3","tired,tense,calm",
3/10/2021 19:16:39,nhuberfeely,3/10/2021,"3, -2","serene,elated,sad,tired,calm",
3/11/2021 20:25:06,nhuberfeely,3/11/2021,"-1, 3","tense,alert,tired,nervous",
3/12/2021 19:22:06,nhuberfeely,3/12/2021,"3, 2","tired,alert,tense,happy",Pretty mixed/rollercoaster of emotional state today
3/13/2021 19:09:49,nhuberfeely,3/13/2021,"1, 3","alert,happy,calm,tense",
3/14/2021 19:37:00,nhuberfeely,3/14/2021,"2, 2","alert,happy,calm,content,tense",
3/15/2021 19:04:43,nhuberfeely,3/15/2021,"0, 3","tense, alert, stressed, upset, excited",
3/16/2021 19:02:43,nhuberfeely,3/16/2021,"0, 3","alert, tense, upset",
3/17/2021 20:02:24,nhuberfeely,3/17/2021,"-2, 3","tense, nervous, calm, alert",
3/18/2021 20:21:10,nhuberfeely,3/18/2021,"1, 2","alert, calm, tired, tense",
3/19/2021 19:17:06,nhuberfeely,3/19/2021,"-1, 3","tense, stressed, alert",
3/20/2021 19:53:01,nhuberfeely,3/20/2021,"2, 2","alert, happy, excited, tense",
3/21/2021 21:03:17,nhuberfeely,3/21/2021,"2, 2","happy, excited, alert, tense",
3/22/2021 20:19:39,nhuberfeely,3/22/2021,"0, 2","alert, tense, nervous, happy",
3/23/2021 19:02:41,nhuberfeely,3/23/2021,"2, 2","alert, tense, nervous, excited",
3/24/2021 19:15:42,nhuberfeely,3/24/2021,"-1, 2","tense, stressed, alert, elated",
3/26/2021 8:48:57,nhuberfeely,3/25/2021,"1, 2","alert, stressed, happy",
3/26/2021 19:44:46,nhuberfeely,3/26/2021,"-2, -3","stressed, tired, excited, elated, tense",
3/27/2021 19:02:16,nhuberfeely,3/27/2021,"1, 3","alert, tense, nervous, excited",
3/28/2021 19:02:52,nhuberfeely,3/28/2021,"1, 3","tense, stressed, alert, happy, elated",
3/29/2021 19:43:50,nhuberfeely,3/29/2021,"1, 2","alert, tired, tense, elated",
3/30/2021 23:09:51,nhuberfeely,3/30/2021,"1, 2","alert, tired, tense",
4/1/2021 21:57:55,nhuberfeely,4/1/2021,"-1, 2","tense, stressed, alert, excited",
3/7/2021 2:36:02,nikkimb123,3/6/2021,"5, 1",Happy,
3/8/2021 1:32:20,nikkimb123,3/7/2021,"4, -1","Relaxed, content",
3/9/2021 1:33:02,nikkimb123,3/8/2021,"-4, 2","Nervous, stressed",
3/10/2021 2:17:04,nikkimb123,3/9/2021,"3, -3",Nervous,
3/11/2021 2:10:03,nikkimb123,3/10/2021,"0, 3",Pleasant,
3/12/2021 1:33:56,nikkimb123,3/11/2021,"-2, 3","Slightly nervous, stressed",
3/13/2021 2:32:05,nikkimb123,3/12/2021,"-1, -4",Sad,
3/14/2021 3:51:08,nikkimb123,3/13/2021,"-3, 3",Slightly nervous,
3/15/2021 3:04:36,nikkimb123,3/14/2021,"4, -1",Content,
3/16/2021 3:08:30,nikkimb123,3/15/2021,"1, 3",Happy,
3/17/2021 2:41:16,nikkimb123,3/16/2021,"0, 3",Quite pleasant,
3/18/2021 2:39:19,nikkimb123,3/17/2021,"1, 4",Happy,
3/19/2021 3:18:16,nikkimb123,3/18/2021,"-2, 3",Slightly stressed,
3/20/2021 2:46:53,nikkimb123,3/19/2021,"-2, -4",Bored,
3/21/2021 3:31:08,nikkimb123,3/20/2021,"2, 1",Slightly happy,
3/22/2021 2:40:21,nikkimb123,3/21/2021,"-2, 3",Slightly tense,
3/23/2021 2:38:55,nikkimb123,3/22/2021,"3, -1",Content,
3/24/2021 2:27:13,nikkimb123,3/23/2021,"-3, 2",Slightly stressed,
3/25/2021 2:55:44,nikkimb123,3/24/2021,"0, 3",Pleasant,
3/26/2021 3:07:45,nikkimb123,3/25/2021,"0, 3",Pleasant,
3/27/2021 3:45:40,nikkimb123,3/26/2021,"-1, 3",Quite content,
3/28/2021 4:16:28,nikkimb123,3/27/2021,"-4, 3",relaxed,
3/29/2021 2:04:57,nikkimb123,3/28/2021,"-3, 4",Nervous,
3/30/2021 2:07:16,nikkimb123,3/29/2021,"4, 1",Happy,
3/31/2021 1:54:49,nikkimb123,3/30/2021,"0, 3",Quite pleasant,
3/31/2021 19:04:00,nikkimb123,3/31/2021,"0, 4",Pleasant,
4/2/2021 2:21:54,nikkimb123,4/1/2021,"0, 2",Slightly pleasant,
2/28/2021 18:27:42,nms2182,2/28/2021,"2, -2","content, calm, a little tired",Just had very little sleep today but overall I feel very content and happy.
3/3/2021 22:22:16,nms2182,3/3/2021,"5, -2","a little tired, content, serene, chill",just very exhausted but happy about life
3/4/2021 21:53:49,nms2182,3/4/2021,"-5, 1","stressed, busy, tense, annoyed, upset",had a bad day!! :- 
3/7/2021 19:50:10,nms2182,3/6/2021,"4, 3","happy, elated, sleepy, chill",
3/7/2021 19:50:59,nms2182,3/7/2021,"5, -1","content, chill, calm, happy",
3/16/2021 0:10:40,nms2182,3/13/2021,"4, 4","excited, nervous, happy, adventurous, pumped",
3/16/2021 0:10:14,nms2182,3/14/2021,"-3, -5","exhausted, tired, stressed, anxious",
3/16/2021 0:09:43,nms2182,3/15/2021,"3, 3","elated, a little tired, happy, satisfied, thoughtful",
3/28/2021 17:26:49,nms2182,3/24/2021,"3, 4","excited, elated, happy, nervous",
3/28/2021 17:26:08,nms2182,3/25/2021,"-2, -5","tired, a little excited, a little happy, exhausted, stressed",
3/28/2021 17:25:32,nms2182,3/26/2021,"3, 5","alert, excited, happy, wonderful, great",
3/28/2021 17:24:49,nms2182,3/27/2021,"3, 3","elated, excited, happy, carefree, warm",
3/28/2021 17:23:49,nms2182,3/28/2021,"0, -6","tired, calm, relaxed, exhausted, chill",
3/7/2021 3:07:24,noual_,3/6/2021,"6, 0","Relaxed, playful, no worry","A good Saturday, not too busy but not empty either."
3/8/2021 3:51:46,noual_,3/7/2021,"4, 1",Relaxed,Good music discovery. Got some work done but not as much as I would have liked
3/9/2021 3:42:32,noual_,3/8/2021,"3, 0",Straight chillin,"Nothing major happening, kind of a boring day"
3/10/2021 4:29:19,noual_,3/9/2021,"5, 2","Busy, calm, relaxed",Hard work done.
3/11/2021 19:04:17,noual_,3/10/2021,"0, 3","stressed, unsatisfied","stressed because of exam, not much work done"
3/11/2021 19:04:59,noual_,3/11/2021,"-4, 4",stressed,very stressed
3/13/2021 11:49:15,noual_,3/12/2021,"0, 0","Tired, neutral","Got the exam done, worked the rest of the day"
3/13/2021 19:08:16,noual_,3/13/2021,"-5, 1","Upset, angry",Girlfriend acting like a kid.... getting in my nerves 😠
3/14/2021 19:03:19,noual_,3/14/2021,"0, 2","Angry, Relaxed, Confused","Lots of things, good and bad. Made up with gf, got into a complex discussion on work matters which left my brain tired. Go done and saw my family"
3/15/2021 19:01:45,noual_,3/15/2021,"5, 1",Happy,If you know you know
3/16/2021 19:13:35,noual_,3/16/2021,"4, 2","Cool, chill, on point",
3/17/2021 20:29:18,noual_,3/17/2021,"3, 4","Busy, happy, playful",Funny how I can have a great day and still listen to Loveless on loop all day. This one is for you research team
3/20/2021 18:44:31,noual_,3/18/2021,"4, 1",Relaxed,Nothing worth mentioning
3/20/2021 18:43:35,noual_,3/19/2021,"4, 0","Calm, focused",Boring day but no bad things
3/21/2021 19:33:33,noual_,3/20/2021,"3, 0",Calm,First day of lockdown
3/21/2021 19:31:58,noual_,3/21/2021,"4, 3","Active, relaxed",Took the old bike out for a spin
3/22/2021 19:03:56,noual_,3/22/2021,"6, 1",Happy,"If you know you know, part 2"
3/23/2021 19:01:43,noual_,3/23/2021,"5, 3","Active, focused",Work bike school but not a lot of music
3/24/2021 20:04:17,noual_,3/24/2021,"6, 1",Happy,"Great day! First real sunny day of the year, saw my friend in a park and chilled"
3/25/2021 19:35:39,noual_,3/25/2021,"4, 2",Excited,Fun day I guess
3/26/2021 19:01:36,noual_,3/26/2021,"-5, 1",Upset,😑
3/30/2021 9:14:23,noual_,3/27/2021,"4, -2",calm,had a friend over
3/30/2021 9:15:11,noual_,3/28/2021,"-4, 0","upset, tense",thought all day about breaking up with my gf thinking emoji
3/30/2021 9:15:46,noual_,3/29/2021,"6, 1",happy,spent all day with my gf it was nice
4/1/2021 18:52:46,noual_,3/30/2021,"3, 0",Calm,Chill day at home
4/1/2021 18:53:41,noual_,3/31/2021,"5, 2","Happy, calm",Great day with a lot of sun and biking
4/1/2021 19:02:32,noual_,4/1/2021,"-2, 1","Upset, confused ","She’s really ruining my days
Call me Mach-Hommy cause in a few days I’ll really be the dumpmeister 
I think it’s neat how you guys can follow my little character arc 🤠 hope you enjoy it "
3/6/2021 23:00:38,oblvr8,3/6/2021,"5, -3","relaxed, productive, content","I caught up on some work today, but in a relaxed/calm way."
3/7/2021 22:29:30,oblvr8,3/7/2021,"2, -4","relaxed, slow, distracted",
3/8/2021 21:32:37,oblvr8,3/8/2021,"-1, -4","tired, slow","some days, my feelings about Mondays are the same as Garfield’s."
3/9/2021 23:08:20,oblvr8,3/9/2021,"3, 0","content, optimistic, distracted","Not very energetic, but still fairly productive and in a good mood"
3/10/2021 19:39:44,oblvr8,3/10/2021,"3, 1","alert, productive, peaceful",
3/11/2021 20:19:02,oblvr8,3/11/2021,"4, 2","happy, alert, optimistic, motivated, hopeful",Spring fever!
3/12/2021 18:14:41,oblvr8,3/12/2021,"3, -1","relaxed, slow, peaceful, unfocused",
3/13/2021 22:52:22,oblvr8,3/13/2021,"3, -2","happy, peaceful, content",
3/14/2021 20:33:59,oblvr8,3/14/2021,"3, -4","relaxed, sleepy",
3/15/2021 20:22:42,oblvr8,3/15/2021,"-1, 4","tired, exhausted, unfocused, worried",Physical pain has affected my mood today.
3/16/2021 20:20:03,oblvr8,3/16/2021,"1, -3","sleepy, distracted, pleasant",
3/17/2021 19:09:27,oblvr8,3/17/2021,"0, -4","slow, tired, cloudy",My coffee pot broke so no coffee this morning!
3/18/2021 22:57:05,oblvr8,3/18/2021,"2, -1","content, peaceful, hopeful, but mildly distracted","You know those days that just seem to fly by? I wasn’t stressed about it, but I still feel like I could have accomplished a lot more. Is that a mood?"
3/19/2021 21:52:19,oblvr8,3/19/2021,"-1, -4","tired, cloudy, sleepy",
3/20/2021 20:09:02,oblvr8,3/20/2021,"4, -2","happy, relaxed, bright, at ease",
3/21/2021 19:59:56,oblvr8,3/21/2021,"4, 2","happy, motivated, content",
3/22/2021 20:20:48,oblvr8,3/22/2021,"3, 2","alert, happy, energetic, motivated",
3/23/2021 19:46:35,oblvr8,3/23/2021,"4, -1","content, relaxed, hopeful",
3/24/2021 19:23:06,oblvr8,3/24/2021,"0, -4","foggy, tired, fuzzy, unfocused","Did not sleep well last night, and a cloudy dark day."
3/25/2021 21:12:05,oblvr8,3/25/2021,"2, -3","calm, tired, laidback",
3/26/2021 23:30:56,oblvr8,3/26/2021,"0, 2","distracted, not grounded, disoriented","Today was a weird day in general. It was about 30 degrees hotter than it should be in March, with loud whipping wind gusts all day."
3/27/2021 21:24:54,oblvr8,3/27/2021,"5, 3","happy, energetic, thoughtful",
3/28/2021 20:41:37,oblvr8,3/28/2021,"3, 1","happy, at ease",
3/29/2021 21:15:40,oblvr8,3/29/2021,"1, -3","tired, restless, pensive","Overall an Ok day, until PMS symptoms started... that is a big mood influencer!"
3/30/2021 21:25:13,oblvr8,3/30/2021,"4, -3","happy, peaceful",
3/31/2021 19:47:49,oblvr8,3/31/2021,"-1, 2","tense, on-edge",
4/1/2021 20:50:59,oblvr8,4/1/2021,"0, 2","edgy, distracted",
3/7/2021 3:22:58,ohsally6,3/6/2021,"-2, 3","Tense, stressed",
3/7/2021 23:37:24,ohsally6,3/7/2021,"-3, 3","Anxious, stressed",
3/8/2021 19:33:37,ohsally6,3/8/2021,"1, 3","Engaged, annoyed",
3/9/2021 20:55:12,ohsally6,3/9/2021,"1, 1","Tired, Relieved",
3/10/2021 22:04:10,ohsally6,3/10/2021,"-2, -4",Drained,
3/11/2021 20:38:35,ohsally6,3/11/2021,"2, -3","Relieved, tired",
3/12/2021 19:38:52,ohsally6,3/12/2021,"1, 2","Busy, tense",
3/13/2021 19:04:59,ohsally6,3/13/2021,"3, -1","Anticipating, Innovative",
3/14/2021 19:26:41,ohsally6,3/14/2021,"3, 1","Anticipatory, engaged",
3/15/2021 19:26:09,ohsally6,3/15/2021,"0, 4","Nervous, anticipatory",
3/16/2021 23:21:38,ohsally6,3/16/2021,"-1, -1","Worried, busy",
3/17/2021 19:07:45,ohsally6,3/17/2021,"2, 4","Tense, multitasking",
3/18/2021 19:28:50,ohsally6,3/18/2021,"2, 2","Tired, contemplative",
3/19/2021 19:13:53,ohsally6,3/19/2021,"-1, 3","Busy, contemplative",
3/21/2021 22:50:33,ohsally6,3/20/2021,"-3, 3","Overwhelmed, worried",
3/21/2021 0:58:16,ohsally6,3/21/2021,"2, 2","Busy, anticipatory",
3/22/2021 19:07:21,ohsally6,3/22/2021,"-2, 4","Tense, anticipatory",
3/23/2021 19:18:26,ohsally6,3/23/2021,"-1, 3","Busy, on task",
3/24/2021 22:00:21,ohsally6,3/24/2021,"-2, 4","Stressed, busy",
3/25/2021 20:29:47,ohsally6,3/25/2021,"1, 2","Certain, busy",
3/26/2021 20:17:10,ohsally6,3/26/2021,"1, 3","Busy, okay",
3/27/2021 23:54:05,ohsally6,3/27/2021,"-1, 4","Nervous, tired",
3/28/2021 19:24:07,ohsally6,3/28/2021,"-1, 2","Resigned, anticipatory",
3/29/2021 19:18:12,ohsally6,3/29/2021,"2, 2","Lighter, anticipatory",
3/31/2021 12:22:51,ohsally6,3/30/2021,"3, -1","Relaxed, content",
4/1/2021 1:42:09,ohsally6,3/31/2021,"3, -2","Relaxed, sound",
4/1/2021 22:47:52,ohsally6,4/1/2021,"-1, -2","Tired, reluctant",
3/3/2021 21:34:46,opg321,3/3/2021,"-3, -5",tired,
3/7/2021 10:38:49,opg321,3/6/2021,"2, -2","relieved, lifted burden",
3/7/2021 23:03:14,opg321,3/7/2021,"-3, 2","anxious, annoyed",
3/8/2021 19:22:16,opg321,3/8/2021,"3, -2",relieved,
3/9/2021 22:39:03,opg321,3/9/2021,"5, -1",chill and sun,
3/11/2021 7:34:34,opg321,3/10/2021,"4, -1",content,
3/11/2021 22:55:33,opg321,3/11/2021,"2, -1",chill,
3/13/2021 20:20:40,opg321,3/13/2021,"-5, -2",annoyed,
3/15/2021 19:04:15,opg321,3/15/2021,"-3, 1",frustrated,
3/16/2021 22:30:58,opg321,3/16/2021,"-3, -5",exhausted,
3/17/2021 22:05:06,opg321,3/17/2021,"-1, -4",drained,
3/18/2021 22:22:59,opg321,3/18/2021,"1, -1",fine,
3/19/2021 19:50:07,opg321,3/19/2021,"0, -5",fried,
3/20/2021 22:12:43,opg321,3/20/2021,"1, 1",content,
3/13/2021 7:17:33,opg321,3/12/2021,"-3, -3",exhausted,
3/23/2021 9:14:08,opg321,3/21/2021,"4, 4",wonderful,
3/14/2021 23:06:01,opg321,3/14/2021,"-3, 1",annoyed,
3/23/2021 9:14:38,opg321,3/22/2021,"5, -2",fine,
3/24/2021 6:54:21,opg321,3/23/2021,"1, -1",fine,
3/24/2021 19:53:34,opg321,3/24/2021,"-3, -1",meh,
3/25/2021 22:06:25,opg321,3/25/2021,"-3, -5",tired,
3/27/2021 12:35:30,opg321,3/26/2021,"-1, -1",moody,
3/28/2021 16:15:51,opg321,3/27/2021,"-3, 1",angered,
3/28/2021 21:16:06,opg321,3/28/2021,"-3, 1",frustrated,
3/29/2021 21:14:56,opg321,3/29/2021,"-3, -2",sleepy,
3/31/2021 15:05:34,opg321,3/30/2021,"-1, 1",annoyed,
4/1/2021 11:29:14,opg321,3/31/2021,"-2, 2",lots going on,
4/1/2021 20:58:20,opg321,4/1/2021,"3, 5",aware,
3/7/2021 13:19:51,paustiasdk,3/7/2021,-1.5,"happy, energetic",
3/8/2021 16:37:02,paustiasdk,3/8/2021,"4, -2","Nervous, Tired",I feel a mix between tired and kinda unmotivated and nervous since i have a big test at school in 2 days
3/11/2021 19:03:23,paustiasdk,3/12/2021,"2, 4",Relaxed,
3/12/2021 19:02:32,paustiasdk,3/13/2021,"-6, -1","tired, sleepy",
3/18/2021 5:35:55,paustiasdk,3/17/2021,"-2, 3","stressed, uneasy",
3/19/2021 12:39:11,paustiasdk,3/18/2021,"2, 2",Happy,really happy but tired after a long day
3/20/2021 20:39:55,paustiasdk,3/20/2021,"2, -5","relaxed, calm, tired",
3/24/2021 19:11:31,paustiasdk,3/24/2021,"2, -4","Calm, relaxed",
3/25/2021 19:04:47,paustiasdk,3/25/2021,"4, 2","Happy, tired",
3/26/2021 19:09:11,paustiasdk,3/26/2021,"5, 2","chill, happy, elated",
3/29/2021 19:20:52,paustiasdk,3/28/2021,"3, 2","elated, chill",
3/29/2021 19:22:45,paustiasdk,3/29/2021,"1, 1","happy, goofey",im happy cause i am seeing a long time freind tommorow that i have not seen in a while
3/8/2021 8:25:09,purtil,3/7/2021,"3, -4","Calm, relaxed",
3/8/2021 19:17:37,purtil,3/8/2021,"3, -4","calm, unmotivated",
3/9/2021 19:08:42,purtil,3/9/2021,"-2, -5","unproductive, procrastinating, lethargic",
3/10/2021 19:20:44,purtil,3/10/2021,"0, -3",procrastinating,
3/12/2021 3:09:16,purtil,3/11/2021,"2, -2",Questioning,
3/12/2021 18:28:53,purtil,3/12/2021,"-1, -2",resltess,
3/13/2021 19:17:05,purtil,3/13/2021,"2, -1",Social,
3/14/2021 19:45:40,purtil,3/14/2021,"0, -2",-,
3/16/2021 18:22:26,purtil,3/16/2021,"1, -1",neutral,
3/17/2021 20:36:02,purtil,3/17/2021,"3, -3",Content,
3/20/2021 20:27:08,purtil,3/20/2021,"3, -1",thinking,
3/22/2021 8:41:12,purtil,3/21/2021,"2, 1","productive, worried",
3/22/2021 20:03:10,purtil,3/22/2021,"-2, -4","Restless, tired",
3/30/2021 4:40:39,purtil,3/29/2021,"3, 2",Confident,
3/4/2021 22:50:52,pzai,3/5/2021,"2, 1",happy,I am relaxed at the moment
3/6/2021 23:10:31,pzai,3/6/2021,"3, -3","relaxed, calm","it was rainy, I feel relaxed and calm during the day."
3/7/2021 21:56:41,pzai,3/7/2021,"4, -3","Relaxed, calm","I was a chill day, kinda boring"
3/8/2021 21:54:15,pzai,3/8/2021,"-2, -4","tired, bored",worked a lot today doing paperwork for my university. so Im tired today.
3/9/2021 21:15:59,pzai,3/9/2021,"1, -3","Calm, relaxed","I was busy during the day helping my family, a little tired today"
3/10/2021 21:29:27,pzai,3/10/2021,"2, -4","Calm, relaxed",Normal day with a lot of free time
3/11/2021 20:26:50,pzai,3/11/2021,"3, 1","Happy, calm","almost the end of my vacations, so pretty much a calm day, its getting cold where I live."
3/12/2021 21:21:38,pzai,3/12/2021,"4, 1","Calm, happy, relaxed",Relaxed sunny day
3/13/2021 20:22:48,pzai,3/13/2021,"1, -3","Relaxed, normal",I did absolutely nothing today lol
3/14/2021 20:57:37,pzai,3/14/2021,"1, -4","Relaxed, happy, active","I feel really happy today, I did a lot of things"
3/15/2021 20:50:11,pzai,3/15/2021,"3, 1","Happy, nervous",Started a new year of college so I’m kinda nervous and happy
3/16/2021 22:01:13,pzai,3/16/2021,"3, -4","Relaxed, calm","I feel calm this day, nothing to worry about, peaceful day"
3/17/2021 21:04:58,pzai,3/17/2021,"-2, -3","Bored, tired",I had a Headache so im not in a nice mood
3/18/2021 21:00:26,pzai,3/18/2021,"5, 1","Excited, happy","Basically a good day, motivated since the morning"
3/19/2021 21:16:57,pzai,3/19/2021,"3, -2","Relaxed, normal","Normal day, a little bit boring, no worries"
3/21/2021 0:38:04,pzai,3/20/2021,"2, 1","Happy, relaxed",Happy productive day
3/21/2021 22:14:57,pzai,3/21/2021,"2, 2","relaxed, happy, serene","a chill day, feeling happy"
3/22/2021 20:20:00,pzai,3/22/2021,"5, 1","Happy, relaxed","A good day in general, feeling less anxious"
3/23/2021 21:04:25,pzai,3/23/2021,"-2, 2","Stressed, tired",Busy day almost no time to listening music
3/24/2021 23:12:40,pzai,3/24/2021,"-2, 4","Nervous, anxious","Im having anxiety today, probably because an exam I have tomorrow"
3/25/2021 19:40:24,pzai,3/25/2021,"-3, 4","Nervous, anxious","Today I was very anxious because an exam, very nervous for the results"
3/26/2021 20:55:03,pzai,3/26/2021,"5, 1","happy, serene","good day in general, just a chill day playing games"
3/27/2021 22:35:46,pzai,3/27/2021,"3, -3","Serene, calm","Feeling very calm today, did a lot of work in my house"
3/28/2021 20:36:35,pzai,3/28/2021,"1, -4","calm, happy , serene","today I feel very calm and happy, no reason why just a normal day"
